id	question	label
558	What was the name of the sitcom that Alyssa Milano starred in with Tony Danza ?	ENTY
559	What are the Nordic nations ?	LOC
560	Where on the Internet can I get information about the Fifth Amendment on the American Bill of Rights ?	LOC
561	What U.S. state borders Illinois to the north ?	LOC
562	Name a film in which Jude Law acted .	ENTY
563	What is the temperature for baking Peachy Oat Muffins ?	NUM
564	What is a fear of bees ?	ENTY
565	What Vladimir Nabokov novel features Professor Humbert in love with a 12-year-old girl ?	ENTY
566	What is a green bog ?	DESC
567	Where did the myth of Santa Claus originate ?	LOC
568	What does a chairbound basophobic fear ?	ENTY
569	What city is served by Logan International Airport ?	LOC
570	What wrestling star became `` The Incredible Hulk '' ?	HUM
571	What attracts tourists to Reims ?	LOC
572	What game do Steve McQueen and Edward G. Robinson play in The Cincinnati Kid ?	ENTY
573	What fastener did Whitcomb Judson patent in 1893 ?	ENTY
574	What 's an auberge in France ?	DESC
575	Who was the star of the 1965 Broadway hit Golden Boy ?	HUM
576	Where is Procter & Gamble based in the U.S. ?	LOC
577	What army was founded by William Booth and his wife Catherine ?	HUM
578	What does ribavirin consist of ?	ENTY
579	Name the soft drink that is `` number one in the sun . ''	ENTY
580	What is the web address of the list of e-mail addresses of members of the House of Representatives ?	LOC
581	What was her real name ?	HUM
582	Why are the ears your center of balance ?	DESC
583	Who invented the toothbrush ?	HUM
584	What was the name of that popular song the Creeps sang ?	ENTY
585	Where is the Abominable Snowman said to wander ?	LOC
586	What is a fear of being alone ?	ENTY
587	How many dots make up the symbol for `` because '' ?	NUM
588	What do you get by adding Lactobacillus bulgaricus to milk ?	ENTY
589	When reading classified ads , what does EENTY : other stand for ?	ABBR
590	How many hearts does an octopus have ?	NUM
591	What plant has the largest seed ?	ENTY
592	What was the only country you were allowed to drive into Israel from in 1979 ?	LOC
593	What 's approaching when a cyclist shouts : `` Oil '' ?	ENTY
594	What baseball star turned down a $1 , 000-a-year contract because he felt he had n't earned it ?	HUM
595	What kind of sport is often associated with hooligans ?	ENTY
596	What video game hero do some of his fans call Chomper ?	HUM
597	How many holes are there in a tenpin bowling ball ?	NUM
598	What is the longest word in the English language ?	ENTY
599	In What city or state do the most gay men live in ?	LOC
600	What TV comediennes 's characters include former movie star Nora Desmond , secretary Mrs. Wiggins and a housewife named Eunice ?	HUM
601	What is `` the bear of beers '' ?	ENTY
602	Name the operating system that runs on IBM-compatible machines .	ENTY
603	What does the name `` Justin '' mean ?	DESC
604	What percentage of the body is muscle ?	NUM
605	What color of dry wine should be served with veal roasts and chops ?	ENTY
606	What is a golf ball made of ?	ENTY
607	What is the Amish religion ?	DESC
608	What does an average daycare provider get paid in New England ?	NUM
609	What was the name of the 187s Irish terrorist group in Pennsylvania mining areas ?	HUM
610	Who played the Ringo Kid in the 1939 film Stagecoach ?	HUM
611	Who died 1 feet from where John F. Kennedy did ?	HUM
612	What is the `` coppertop '' battery ?	DESC
613	What sign is The Water Carrier the zodiacal symbol for ?	ENTY
614	What animals do you find in the stock market ?	ENTY
615	What is color ?	DESC
616	When is the site www.questions.com going to open ?	NUM
617	What did Shostakovich write for Rostropovich ?	ENTY
618	What first name was Nipsy Russell given at birth ?	HUM
619	How can I get some free technical information on Electric Vehicle ?	DESC
620	Who is the youngest of the Beatles ?	HUM
621	How did shipyard inspector James J. Kilroy designate equipment as being satisfactory ?	DESC
622	What is a Jellicle Cat ?	DESC
623	Where can I find the best free evidence for debate about Russia ?	LOC
624	What is Bill Gates of Microsoft E-mail address ?	LOC
625	What is the second hardest substance ?	ENTY
626	Why did several San Diego schools stop serving apples to students ?	DESC
627	What Russian city boasts the Hermitage Museum ?	LOC
628	When is Bastille Day ?	NUM
629	What makes a tornado turn ?	DESC
630	How many shots can a stock M16 hold ?	NUM
631	What two colors are you blind to if you suffer from protanopia ?	ENTY
632	Why do n't you guys have some sort of contest where you ask a question and whoever finds the answers wins a prize ?	DESC
633	Who is Coronado ?	HUM
634	What was the name of the movie that starred Sharon Stone and Arnold Schwarzenegger ?	ENTY
635	What is artificial intelligence ?	DESC
636	What do flatfish eat ?	ENTY
637	Who was the first Holy Roman Emperor ?	HUM
638	What can I use to remove the stubborn gummed labels from some diskettes ?	ENTY
639	What day of the week sees the most fatal car accidents ?	NUM
640	What is the origin of the word , magic ?	DESC
641	What sport do you shag flies in ?	ENTY
642	What is white chocolate ?	DESC
643	Where is Trinidad ?	LOC
644	Name the organization that is presided by a Security Council .	HUM
645	Who graced the airwaves with such pearls as `` Do ya lo-o-ove me ? Get naked , baby ! '' ?	HUM
646	What kind of wine is Spumante ?	ENTY
647	Who portrayed portly criminologist Carl Hyatt on Checkmate ?	HUM
648	How do you say I love you in Spanish ?	ENTY
649	What does the name Gina mean ?	DESC
650	What is the most advanced handheld calculator in the world ?	ENTY
651	How fast is light ?	NUM
652	What is the belt of low pressure around the equator called ?	ENTY
653	What are shooting stars ?	DESC
654	Whom did the Chicago Bulls beat in the 1993 championship ?	HUM
655	When was the first American encyclopedia published ?	NUM
656	What 's the tallest building in New York City ?	LOC
657	How is Easter Sunday 's date determined ?	DESC
658	What is the Motto for the State of Maryland ?	DESC
659	Who is Desmond Tutu ?	HUM
660	Where can I find information on the Narragansett Indians and other tribes in Rhode Island ?	LOC
661	Name a tiger that is extinct .	ENTY
662	How many quarters equal a pound ?	NUM
663	What kind of books does Fodor 's publish ?	ENTY
664	What are the first names of Rowan and Martin , the stars of TV 's Laugh-In ?	HUM
665	What chapter of the Bible has the most verses ?	NUM
666	Who is the worst US President ever ?	HUM
667	What Asian leader was known as The Little Brown Saint ?	HUM
668	What is the abbreviated expression for the National Bureau of Investigation ?	ABBR
669	How fast does the fastest car go ?	NUM
670	What is the highest mountain in the world ?	LOC
671	What arch can you see from the Place de la Concorde ?	LOC
672	Who sings the song `` Drink to me with thine eyes '' by Ben Johnson ?	HUM
673	How long should a person wash their hands before they are clean ?	NUM
674	Which way do you turn your Bic to increase the flame - clockwise or counterclockwise ?	LOC
675	Which is the wealthiest country in the world ?	LOC
676	How can I find a phone number of someone if I only know their email address ?	DESC
677	How can you contact play producers and promoters on-line ?	DESC
678	Who is the monarch of the United Kingdom ?	HUM
679	What is a fear of passing high objects ?	ENTY
680	What do players try to do when the music stops in a game of musical chairs ?	DESC
681	What are the top ten most common girl names in the US ?	HUM
682	Why is black the color of mourning in the West ?	DESC
683	What is the rarest coin ?	ENTY
684	What Judith Rossner novel was made into a film starring Diane Keaton ?	ENTY
685	Which country is Australia 's largest export market ?	LOC
686	Where is the Kentucky Horse Park located ?	LOC
687	What is a fear of parasites ?	ENTY
688	In what Olympic Games did Nadia Comaneci become popular ?	ENTY
689	Who does data collection in tourism ?	HUM
690	What was the name of the daughter of the Virginia chief Powhatan that married John Rolfe ?	HUM
691	What is the leading pecan and peanut growing state ?	LOC
692	What does a nihilist believe in ?	DESC
693	What did Richard Feynman say upon hearing he would receive the Nobel Prize in Physics ?	DESC
694	In what sport are these following numbers relevant : 118 , 126 , 134 , 142 , 15 , 158 , 167 , 177 , and 19 ?	ENTY
695	Who were the four famous founders of United Artists ?	HUM
696	What 2 statues did France give to other countries ?	ENTY
697	What are amphibians ?	DESC
698	How many sperm cells are in an average ejaculation ?	NUM
699	Name the disposable razor that `` costs about 19 cents . ''	ENTY
700	How far do you have to run if you hit a home run ?	NUM
701	Who was the only U.S. President to wear a Nazi uniform ?	HUM
702	Woodrow Wilson served as president of what university ?	HUM
703	Where are the tropical rain forest distributions ?	LOC
704	What 's the nickname of oddsmaker Jimmy Snyder ?	HUM
705	What is the fear of being loved ?	ENTY
706	What was the number of people that Randy Steven Craft was convicted of killing ?	NUM
707	What was Queen Victoria 's title regarding India ?	HUM
708	How is a hydrogen bomb different from a nuclear bomb ?	DESC
709	How far can a man travel in outer space ?	NUM
710	Where was Lincoln assassinated ?	LOC
711	What type of food makes you fat ?	ENTY
712	What is the name of the chronic neurological autoimmune disease which attacks the protein sheath that surrounds nerve cells causing a gradual loss of movement in the body ?	ENTY
713	What was the U.S. highway death toll in 1969 ?	NUM
714	What kind of animals are Dorsets , Lincolns , Oxfords and Southdowns ?	ENTY
715	What are the shortest and the longest songs ever produced ?	ENTY
716	What letter is to the right of K on a typewriter keyboard ?	ENTY
717	What is the origin and the meaning of the name , `` Hajo ? ''	DESC
718	What is the plural of gulf ?	ENTY
719	Whose autobiography is titled Yes I Can ?	HUM
720	What year did the United States pass the Copyright law ?	NUM
721	What percentage of Americans own their homes ?	NUM
722	What 's the first day of the week ?	NUM
723	What city was President William McKinley shot in ?	LOC
724	What city has the world 's longest subway system ?	LOC
725	Who claimed he killed 4 , 280 buffalo as food for the crew building the Kansas Pacific Railway ?	HUM
726	What is Bombay duck ?	DESC
727	How many degrees cooler is the inside of a cucumber than the air outside ?	NUM
728	What double talking `` professor '' holds a doctorate in Nothing ?	HUM
729	What are the five most expensive cities in the world ?	LOC
730	What 19th-century writer had a country estate on the Hudson dubbed Sunnyside ?	HUM
731	How many layers of yellow paint is a Faber Mongol pencil lucky enough to be sprayed with ?	NUM
732	What is a virtual IP address ?	DESC
733	What was the name of the cook on Rawhide ?	HUM
734	What county is Chicago in ?	LOC
735	What is the wingspan of a condor ?	NUM
736	What facial feature typically contains about 55 hairs ?	DESC
737	Who was named Admiral of the Ocean Seas and Viceroy and Governor General of all the islands he might discover , and also granted 10-?? of all profits of his voyage .	HUM
738	How can I transport files from one computer to another ?	DESC
739	What 's the literary term for a play on words ?	ENTY
740	What color were their horses ?	ENTY
741	What does an average daycare provider get paid in New England ?	NUM
742	What author landed a 468-pound marlin without harness in the early 193 's ?	HUM
743	How many Americans fought for the British in the American Revolution ?	NUM
744	What kind of education do I need to become a flight attendant ?	ENTY
745	What are the two languages of Malta ?	ENTY
746	How many oceans are there and name them ?	NUM
747	What happened during the Blackhawk Indian war of 1832 ?	DESC
748	How many pairs of legs does a lobster have ?	NUM
749	What does the Latin ante mortem mean ?	DESC
750	What does the name Shawn mean ?	DESC
751	Where is the Danube ?	LOC
752	What lawyer won the largest divorce settlement , $85 million , in U.S. history for Sheika Dena Al-Farri ?	HUM
753	What do you call a group of geese ?	ENTY
754	Who delivered his last newscast on March 6 , 1981 ?	HUM
755	How many times has `` Louie , Louie '' been recorded ?	NUM
756	How is Answers.com different from KnowPost.com ?	DESC
757	What is the longest place name in the U.S. ?	LOC
758	What percent liked Thatcher after she had been in power for a decade ?	NUM
759	Where does Buzz Aldrin want to build a permanent , manned space station ?	LOC
760	What was Mel Gibson 's first movie ?	ENTY
761	Why was the L.A. office of Shea and Gould closed ?	DESC
762	How do I start a bank ?	DESC
763	How do Ouija Boards work ?	DESC
764	What horse did Zorro ride ?	ENTY
765	How do you get a broken cork out of a bottle ?	DESC
